hero_id,official_name,primary_attr,attack_type,roles,legs,name_id,pros,cons,base_strength,add_strength,lvl30_strength,base_agility,add_agility,lvl30_agility,base_intelligence,add_intelligence,lvl30_intelligence,bio,bad_against,good_against,work_well_with,link,attribute,image_src
65,Batrider,all,Ranged,"['Initiator', 'Disabler', 'Escape']",2,batrider,"Deadly disable that goes through
Good ganker.
Strong early game presence.","Low attack range and damage output.
Low movement and attack speed.
Needs team coordination.
Most of batrider abilities can be dispelled.",28.0,2.2,91.8,15.0,1.4,55.6,22.0,2.0,80.0,"BatriderLink.
▶️.
 .
""It's not the bat you gotta worry about. She eats fruit.""
.

.
Lore.
:.

.
There is no such thing as harmony among the creatures of the Yama Raskav Jungle. By bite, or claw, or pincer, or hoof, even the slightest sign of weakness means a swift death. They say the Rider was just a lad cutting chaff in his family's field when he was taken, swept up by a massive morde-bat looking for take-out. But this boy had a better idea, and wriggled his way from his captor's grip, onto the beast's back, and hacked it down with his tools. Emerging from the bloody wreckage and intoxicated by the thrill of flight, the boy realized he'd found his calling..
The boy grew, and every summer he'd return to his family's field, often setting out into the bush seeking to reclaim that first thrill of facing death in the form of jaws or a fatal fall. The years went on, but his fire only grew stronger. He studied the overgrowth, plunging deeper with each expedition, until finally he found his way to the caves at the heart of hostility. They say the Rider, on the eve of a scorching summer night, had nothing but a rope, a bottle of liquid courage and a burning determination to feel the skies once more, when he plunged inside….

.

.

.
Alias:.

.
BR.

.

.

.
Voice:.

.
Dave Fennoy.
  (.
Responses.
).

.

","['Abaddon', 'Kunkka', 'Legion Commander', 'Nyx Assassin', 'Oracle', 'Tidehunter', 'Ursa', 'Vengeful Spirit', 'Venomancer', 'Weaver', 'Slark']","['Arc Warden', 'Chen', 'Io', 'Meepo', 'Monkey King', 'Naga Siren', 'Techies', 'Templar Assassin', 'Treant Protector', 'Tusk']","['Bloodseeker', 'Ursa', 'Pugna', 'Skywrath Mage', 'Pudge']",https://dota2.fandom.com/wiki/Batrider,Universal,https://static.wikia.nocookie.net/dota2_gamepedia/images/f/f2/Batrider_icon.png/revision/latest
66,Chen,all,Ranged,"['Support', 'Pusher']",2,chen,"Natural jungler.
Possesses global heal.
Many disables from creeps.
Strong ganker in the early game.
Effective pusher in the early stage of the game.","Dependent on micromanagement.
Dependent on getting and keeping good creeps.
No escape abilities.
Not playing properly will make enemies gain significant gold advantages.
Very easily countered by many heroes.
Seriously weak against multiple enemies.
No burst potency at all.
Almost completely loses effectiveness in late game.",23.0,2.0,81.0,15.0,2.1,75.9,19.0,3.2,111.8,"Chen, the Holy KnightLink.
▶️.
 .
""You can learn faith at the end of a sword.""
.

.
Lore.
:.

.
Born in the godless Hazhadal Barrens, Chen came of age among the outlaw tribes who eked out an existence in the shimmering heat of the desert. Using an ancient form of animal enthrallment, Chen's people husbanded the hardy desert locuthi, a stunted species of burrowing dragon that melted desert sands into tubes of glass where twice-a-year rains collected. Always on the edge of starvation and thirst, fighting amongst their neighbors and each other, Chen's clan made the mistake, one fateful day, of ambushing the wrong caravan..
In the vicious battle that followed, Chen's clan was outmatched. The armored Knights of the Fold made short work of the enthralled locuthi, who attacked and died in waves. With their dragons dead, the tribesmen followed. Chen struggled, and slashed, and clawed, and perished—or would have. Defeated, on his knees, he faced his execution with humility, offering his neck to the blade. Moved by Chen's obvious courage, the executioner halted his sword. Instead of the blade, Chen was given a choice: death or conversion. Chen took to the faith with a ferocity. He joined the Fold and earned his armor one bloody conversion at a time. Now, with the fanaticism of a convert, and with his powers of animal enthrallment at their peak, he seeks out unbelievers and introduces them to their final reward..

.

.

.
Voice:.

.
Eric Newsome.
  (.
Responses.
).

.

","['Ancient Apparition', 'Bounty Hunter', 'Clinkz', 'Crystal Maiden', 'Enchantress', 'Earthshaker', 'Enigma', 'Legion Commander', 'Sven', 'Dawnbreaker', 'Lina', 'Luna', 'Medusa', 'Monkey King', 'Dazzle', 'Huskar', 'Venomancer', 'Jakiro', 'Sand King', 'Timbersaw', 'Doom', 'Lifestealer', 'Necrophos', 'Weaver', 'Death Prophet', 'Dark Seer', 'Vengeful Spirit', 'Broodmother', 'Outworld Destroyer', 'Ursa', 'Pugna', 'Shadow Fiend', 'Spectre', 'Alchemist', 'Razor', 'Naga Siren', 'Shadow Shaman', 'Phoenix', 'Elder Titan', 'Batrider', 'Witch Doctor', 'Rubick', 'Axe', 'Underlord', 'Bane', 'Lycan', 'Visage', 'Beastmaster', 'Techies']","['Arc Warden', 'Clockwerk', 'Pudge']","['Vengeful Spirit', 'Lycan']",https://dota2.fandom.com/wiki/Chen,Universal,https://static.wikia.nocookie.net/dota2_gamepedia/images/6/61/Chen_icon.png/revision/latest
67,Spectre,agi,Melee,"['Carry', 'Durable', 'Escape']",0,spectre,"Global map presence.
Extremely strong late game.
Difficult to catch.
Fairly tanky.
Abilities can pierce spell immunity.","Low early game health and mana.
Slow farm without
Item dependent.
Low agility gain for an agility hero.",23.0,2.5,95.5,25.0,2.1,85.9,16.0,1.7,65.3,"Mercurial, the SpectreLink.
▶️.
 .
""Among the Transcendencies, you would be thought ignoble.""
.

.
Lore.
:.

.
Just as higher states of energy seek a lower level, the Spectre known as Mercurial is a being of intense and violent energy who finds herself irresistibly drawn to scenes of strife as they unfold in the physical world. While her normal spectral state transcends sensory limitations, each time she takes on a physical manifestation, she is stricken by a loss of self--though not of purpose. In the clash of combat, her identity shatters and reconfigures, and she begins to regain awareness. She grasps that she is Mercurial the Spectre--and that all of her Haunts are but shadows of the one true Spectre. Focus comes in the struggle for survival; her true mind reasserts itself; until in the final moments of victory or defeat, she transcends matter and is restored once more to her eternal form..

.

.

.
Voice:.

.
Gin Hammond.
  (.
Responses.
).

.

","['Anti-Mage', 'Dawnbreaker', 'Doom', 'Juggernaut', 'Lifestealer', 'Lion', 'Lycan', 'Meepo', 'Necrophos', 'Omniknight', 'Phantom Lancer', 'Pugna', 'Riki', 'Shadow Shaman', 'Storm Spirit', 'Terrorblade', 'Troll Warlord', 'Undying', 'Venomancer', 'Viper', 'Winter Wyvern']","['Ancient Apparition', 'Clinkz', 'Crystal Maiden', 'Drow Ranger', 'Earthshaker', 'Lina', 'Magnus', ""Nature's Prophet"", 'Oracle', 'Phantom Assassin', 'Rubick', 'Sniper', 'Tinker', 'Windranger', 'Zeus']","['Bloodseeker', 'Bounty Hunter', 'Chen', 'Clockwerk', 'Earthshaker', 'Enigma', 'Leshrac', 'Magnus', 'Outworld Destroyer', 'Treant Protector', 'Warlock', 'Pudge']",https://dota2.fandom.com/wiki/Spectre,Agility,https://static.wikia.nocookie.net/dota2_gamepedia/images/f/ff/Spectre_icon.png/revision/latest
68,Ancient Apparition,int,Ranged,"['Support', 'Disabler', 'Nuker']",0,ancientapparition,"Strong team fight ultimate.
Long range scouting abilities.
Counter to heal.
Good at harassing and zoning.","Squishy and sluggish.
Require good precision and judgement to make use of his abilities—especially his ultimate.
Slightly level dependent.",20.0,1.9,75.1,20.0,2.2,83.8,23.0,3.4,121.6,"Kaldr, the Ancient ApparitionLink.
▶️.
 .
""One day, ice will cover these lands, and it will be as if this war never happened.""
.

.
Lore.
:.

.
Kaldr, the Ancient Apparition, is an image projected from outside time. He springs from the cold, infinite void that both predates the universe and awaits its end. Kaldr is, Kaldr was, Kaldr shall be… and what we perceive, powerful as it appears to us, is but the faintest faded echo of the true, eternal Kaldr. Some believe that as the cosmos ages and approaches its final moments, the brightness and power of Kaldr will also intensify—that the Ancient Apparition will grow younger and stronger as eternity's end draws nigh. His grip of ice will bring all matter to a stop, his image will cast a light too terrible to behold. An Apparition no longer!.

.

.

.
Alias:.

.
AA.

.

.

.
Voice:.

.
John Patrick Lowrie.
  (.
Responses.
).

.

","['Anti-Mage', 'Brewmaster', 'Riki', 'Lycan', 'Mirana', 'Oracle', 'Phantom Lancer', 'Phoenix', 'Terrorblade', 'Viper', 'Void Spirit', 'Weaver']","['Abaddon', 'Alchemist', 'Chen', 'Crystal Maiden', 'Dazzle', 'Death Prophet', 'Huskar', 'Io', 'Morphling', 'Snapfire', 'Winter Wyvern']","['Bloodseeker', 'Faceless Void', 'Meepo', 'Necrophos', 'Oracle', 'Shadow Demon', 'Slark', 'Venomancer', 'Winter Wyvern']",https://dota2.fandom.com/wiki/Ancient_Apparition,Intelligence,https://static.wikia.nocookie.net/dota2_gamepedia/images/6/67/Ancient_Apparition_icon.png/revision/latest
69,Doom,str,Melee,"['Carry', 'Disabler', 'Initiator', 'Durable', 'Nuker']",2,doom,"Doom's ultimate is one of the strongest single target disables in the game.
Devour boosts gold income and grants Doom access to neutral creep abilities.
High base strength and high strength growth gives Doom naturally high HP and base damage.
Potent scaling damage-over-time debuff from Infernal Blade.
Versatile hero that can be built in a variety of different ways, as either a support or core.","Vulnerable to ranged heroes.
Vulnerable to slows.
Has low intelligence and armor gain.
Has a very low attack speed due to his 2 second
Infernal Blade can miss if the opponent has evasion.
Any other proper tank can be a better aura carrier, if they get equal or more farm than Doom.",24.0,3.7,131.3,15.0,1.5,58.5,15.0,1.7,64.3,"Lucifer, the DoomLink.
▶️.
 .
""Hehm ehme meh heh heh, speak of me, and I shall appear. Face me and face the furnace!""
.

.
Lore.
:.

.
He that burns and is not consumed, devours and is never sated, kills and is beyond all judgment--Lucifer brings doom to all who would stand against him. Bearing away souls on the tip of a fiery sword, he is the Fallen One, a once-favored general from the realm behind the light, cast out for the sin of defiance: he would not kneel..
Six times his name was tolled from the great bell of Vashundol. Six and sixty times his wings were branded, until only smoking stumps remained. Without wings, he slipped loose from the tethers that bound him within the light and he fell screaming to earth. A crater in the desert, Paradise lost.  Now he attacks without mercy, without motive, the only living being able to move freely between the seven dark dominions. Lashed by inescapable needs, twisted by unimaginable talents, Doom carries his own hell with him wherever he goes. Defiant to the last. Eventually, the world will belong to Doom..

.

.

.
Alias:.

.
DB.

.

.

.
Voice:.

.
John Patrick Lowrie.
  (.
Responses.
).

.

","['Alchemist', 'Centaur Warrunner', 'Drow Ranger', 'Lifestealer', 'Lone Druid', 'Medusa', 'Necrophos', 'Phantom Lancer', 'Sniper', 'Viper', 'Wraith King']","['Axe', 'Timbersaw', 'Anti-Mage', 'Bristleback', 'Tidehunter', 'Ember Spirit', 'Invoker', 'Mirana', 'Omniknight', 'Tinker', 'Elder Titan', 'Faceless Void', 'Pudge', 'Spectre', 'Arc Warden']","['Ancient Apparition', 'Crystal Maiden', 'Grimstroke', 'Sven', 'Bane']",https://dota2.fandom.com/wiki/Doom,Strength,https://static.wikia.nocookie.net/dota2_gamepedia/images/4/40/Doom_icon.png/revision/latest
70,Ursa,agi,Melee,"['Carry', 'Durable', 'Disabler']",2,ursa,"Best solo Roshan killer in the game.
Very high single target damage.
Very strong hero in mid and early game.
Efficient early/mid game jungler.","Dependent on
No escape mechanism.
Low mobility.
No disables.
Low attack speed without ",25.0,2.6,100.4,18.0,2.6,93.4,16.0,1.5,59.5,"Ulfsaar, the Ursa WarriorLink.
▶️.
 .
""It is my spirit that keeps me safe, and not mere armor.""
.

.
Lore.
:.

.
Ulfsaar the warrior is the fiercest member of an ursine tribe, protective of his land and his people. During the long winters, while the mothers sleep and nurse their cubs, the males patrol the lands above—as tireless, vigilant defenders of their ancient ways. Hearing dim but growing rumors of a spreading evil, Ulfsaar headed out beyond the boundaries of his wild wooded homeland, intending to track down and destroy the threat at its source, before it could endanger his people. He is a proud creature with a bright strong spirit, utterly trustworthy, a staunch ally and defender..

.

.

.
Voice:.

.
Fred Tatasciore.
  (.
Responses.
).

.

","['Bane', 'Chaos Knight', 'Doom', 'Lion', 'Phantom Lancer', 'Riki', 'Shadow Demon', 'Slark', 'Storm Spirit', 'Templar Assassin', 'Viper', 'Weaver', 'Windranger']","['Lifestealer', 'Lina', 'Timbersaw', 'Huskar', 'Medusa', 'Pudge']","['Io', 'Disruptor', 'Shadow Shaman', 'Lion', 'Bane']",https://dota2.fandom.com/wiki/Ursa,Agility,https://static.wikia.nocookie.net/dota2_gamepedia/images/4/40/Ursa_icon.png/revision/latest
71,Spirit Breaker,str,Melee,"['Carry', 'Initiator', 'Disabler', 'Durable', 'Escape']",2,spiritbreaker,"Great ganker thanks to global initiation and durability.
Can stunlock a target for a long period of time.
Can solo-kill fragile heroes after charging at them from anywhere.","Poor teamfight contribution.
Unreliable bash due to slow attack speed.
Countered by decent vision on the map and sticking together.",28.0,3.0,115.0,17.0,1.7,66.3,14.0,1.8,66.2,"Barathrum, the Spirit BreakerLink.
▶️.
 .
""I'm the beast of many parts; I part enemies from their lives.""
.

.
Lore.
:.

.
Barathrum the Spirit Breaker is a lordly and powerful being, a fierce and elemental intelligence which chose to plane-shift into the world of matter to take part in events with repercussions in the elemental realm that is his home. To that end, he assembled a form that would serve him well, both in our world and out of it. His physical form borrows from the strengths of this world, blending features both bovine and simian--horns, hooves and hands--as outward emblems of his inner qualities of strength, speed and cunning. He wears a ring in his nose, as a reminder that he serves a hidden master, and that this world in which he works is but a shadow of the real one..

.

.

.
Alias:.

.
SB.

.

.

.
Voice:.

.
Fred Tatasciore.
  (.
Responses.
).

.

","['Disruptor', 'Omniknight', 'Clockwerk', 'Ember Spirit', 'Outworld Destroyer', 'Luna', 'Enigma', 'Invoker', 'Medusa', 'Phoenix', 'Meepo', 'Razor', 'Treant Protector', 'Underlord', 'Undying']","['Anti-Mage', 'Clinkz', ""Nature's Prophet"", 'Tinker']","['Bloodseeker', 'Bounty Hunter', 'Io', 'Lifestealer', 'Dark Seer', 'Snapfire']",https://dota2.fandom.com/wiki/Spirit_Breaker,Strength,https://static.wikia.nocookie.net/dota2_gamepedia/images/d/df/Spirit_Breaker_icon.png/revision/latest
72,Gyrocopter,agi,Ranged,"['Carry', 'Nuker', 'Disabler']",2,gyrocopter,"Deals wide area damage.
High early game damage compared to most carries.
Fast farmer.","Relatively fragile.
Shorter attack range than other ranged carries.
No escape mechanisms.",22.0,2.5,94.5,26.0,3.3,121.7,21.0,2.4,90.6,"Aurel, the GyrocopterLink.
▶️.
 .
""So much for being retired…""
.

.
Lore.
:.

.
After serving through a lifetime of wars, upheaval, riots, and revolutions, the brass figured Aurel had seen enough. But in addition to a few trinkets and his considerable pension, the erstwhile engineer left with something far more interesting: a long-forgotten, incomplete schematic for a Gyrocopter, the world's first manned, non-magical flying device. Retiring to the tropical obscurity of the Ash Archipelago with little else but time and money, he set to work building the device..
As the years wore on and the remains of failed prototypes began to pile up, he began to wonder if mechanical flight was even possible. A decade and a day after his retirement, on a sunny afternoon with a southerly breeze, Aurel sat in his latest attempt bristling with indignation and expectant failure. With a grunt of effort he pulled the ignition cord and covered his head, waiting for the inevitable explosion. However to his great surprise he began to lift and, following a few panicked adjustments, stabilize. Within an hour, he was ducking and weaving with the breeze, level with the gulls, and Aurel found himself filled with the breathless wonder of flight..
As dusk settled in he set a course back to his workshop, but no sooner had he turned his craft when a cannonball tore through his tailfin. Disentangling himself from the wreckage, he swam toward the nearest piece of land in sight, and cursed to see the ship responsible for the cannonball collecting the debris. Days later, when Aurel returned to his workshop, he set to work on yet another gyrocopter, this one capable of carrying a much heavier, more dangerous payload..

.

.

.
Voice:.

.
Nolan North.
  (.
Responses.
).

.

","['Anti-Mage', 'Arc Warden', 'Huskar', 'Faceless Void', 'Juggernaut', 'Lina', 'Lifestealer', 'Omniknight', 'Queen of Pain', 'Timbersaw']","['Meepo', 'Undying', 'Phantom Lancer', 'Chaos Knight', 'Terrorblade']","['Bloodseeker', 'Disruptor', 'Earthshaker', 'Enigma', 'Magnus', 'Morphling', 'Rubick', 'Warlock']",https://dota2.fandom.com/wiki/Gyrocopter,Agility,https://static.wikia.nocookie.net/dota2_gamepedia/images/4/4f/Gyrocopter_icon.png/revision/latest
73,Alchemist,str,Melee,"['Carry', 'Support', 'Durable', 'Disabler', 'Initiator', 'Nuker']",2,alchemist,"Scales well into late game.
Good comeback potential.
Capable of farming gold quickly.
Great pusher.
Highest attack speed in the game with ultimate.","Highly reliant on his ultimate.
Vulnerable to disables.
Abilities may require setup.
Worst attribute growth in the game.
Low mobility.",23.0,2.7,101.3,22.0,1.5,65.5,25.0,1.8,77.2,"Razzil Darkbrew, the AlchemistLink.
▶️.
 .
""Failure is just another kind of success. The wrong kind.""
.

.
Lore.
:.

.
The sacred science of Chymistry was a Darkbrew family tradition, but no Darkbrew had ever shown the kind of creativity, ambition, and recklessness of young Razzil. However, when adulthood came calling he pushed aside the family trade to try his hand at manufacturing gold through Alchemy..
In an act of audacity befitting his reputation, Razzil announced he would transmute an entire mountain into gold. Following two decades of research and spending and preparation, he failed spectacularly, quickly finding himself imprisoned for the widespread destruction his experiment wrought. Yet Razzil was never one to take a setback lightly, and sought escape to continue his research..
When his new cellmate turned out to be a fierce ogre, he found just the opportunity he needed. After convincing the ogre not to eat him, Razzil set about carefully concocting a tincture for it to drink, made from the moulds and mosses growing in the prison stone work. In a week's time, it seemed ready. When the ogre drank the potion, it flew into an unstoppable berserker rage, destroying the cell bars and exploding through walls and guards alike..
They soon found themselves lost somewhere in the forest surrounding the city with a trail of wreckage in their wake and no signs of pursuit.  In the tonic's afterglow, the ogre seemed serene, happy, and even eager. Resolving to work together, the pair set off to collect the materials needed to attempt Razzil's Alchemic transmutation once more..

.

.

.
Voice:.

.
Bruce Miles.
  (.
Responses.
).

.

","['Axe', 'Ancient Apparition', 'Enchantress', 'Invoker', 'Kunkka', 'Lifestealer', 'Necrophos', 'Slardar', 'Slark', 'Ursa', 'Ember Spirit', 'Razor']","['Doom', 'Broodmother', ""Nature's Prophet"", 'Phoenix', 'Undying', 'Huskar']","['Oracle', 'Magnus']",https://dota2.fandom.com/wiki/Alchemist,Strength,https://static.wikia.nocookie.net/dota2_gamepedia/images/f/fe/Alchemist_icon.png/revision/latest
74,Invoker,int,Ranged,"['Carry', 'Nuker', 'Disabler', 'Escape', 'Pusher']",2,invoker,"Extremely versatile.
Numerous disables.
Deadly magic combos.
Can push quite well.
Good solo killing ability with Quas-Exort.","Steep learning curve.
Requires significant early farm to be effective.
Not very good at farming compared to other cores.
Vulnerable to ",18.0,2.4,87.6,14.0,1.9,69.1,15.0,4.6,148.4,"Carl, the InvokerLink.
▶️.
 .
""I am a beacon of knowledge blazing out across a black sea of ignorance.""
.

.
Lore.
:.

.
In its earliest, and some would say most potent form, magic was primarily the art of memory. It required no technology, no wands or appurtenances other than the mind of the magician. All the trappings of ritual were merely mnemonic devices, meant to allow the practitioner to recall in rich detail the specific mental formulae that unlocked a spell's power..
The greatest mages in those days were the ones blessed with the greatest memories, and yet so complex were the invocations that all wizards were forced to specialize. The most devoted might hope in a lifetime to have adequate recollection of three spells—four at most. Ordinary wizards were content to know two, and it was not uncommon for a village mage to know only one—with even that requiring him to consult grimoires as an aid against forgetfulness on the rare occasions when he might be called to use it..
But among these early practitioners there was one exception, a genius of vast intellect and prodigious memory who came to be known as the Invoker. In his youth, the precocious wizard mastered not four, not five, not even seven incantations: He could command no fewer than ten spells, and cast them instantly. Many more he learned but found useless, and would practice once then purge from his mind forever, to make room for more practical invocations. One such spell was the Sempiternal Cantrap—a longevity spell of such power that those who cast it in the world's first days are among us still (unless they have been crushed to atoms)..
Most of these quasi-immortals live quietly, afraid to admit their secret: But Invoker is not one to keep his gifts hidden. He is ancient, learned beyond all others, and his mind somehow still has space to contain an immense sense of his own worth...as well as the Invocations with which he amuses himself through the long slow twilight of the world's dying days..

.

.

.
Voice:.

.
Dennis Bateman.
  (.
Responses.
).

.

","['Anti-Mage', 'Broodmother', 'Doom', 'Faceless Void', 'Juggernaut', 'Kunkka', 'Lifestealer', 'Night Stalker', 'Nyx Assassin', 'Pugna', 'Outworld Destroyer', 'Queen of Pain', 'Silencer', 'Storm Spirit', 'Templar Assassin', 'Viper']","['Huskar', 'Legion Commander', 'Medusa', 'Necrophos', 'Tinker', 'Wraith King']","['Bloodseeker', 'Pudge', 'Dark Seer', 'Disruptor', 'Luna', 'Magnus', ""Nature's Prophet"", 'Faceless Void', 'Legion Commander']",https://dota2.fandom.com/wiki/Invoker,Intelligence,https://static.wikia.nocookie.net/dota2_gamepedia/images/0/00/Invoker_icon.png/revision/latest
75,Silencer,int,Ranged,"['Carry', 'Support', 'Disabler', 'Initiator', 'Nuker']",2,silencer,"Cancels blink dagger from a very long range.
Can steal intelligence for every hero he killed or die near him.
Can be played either as support or carry.
Can harass enemies in the lane effectively.
Deals pure damage with Glaives of Wisdom.
Easily counters heroes that spams their spells like Zeus and Bristleback.","Has no real ""instant"" silence besides his ultimate, which has a long cooldown.
Has no escape abilities and is easy to gank.
Easily countered by Spell Immunity and dispels.
Is less effective if he didn't have a good early game and didn't steal enough intelligence (if played as carry).
Ineffective against heroes who rely on attacking instead of using their abilities.",19.0,2.2,82.8,22.0,2.4,91.6,25.0,2.9,109.1,"Nortrom, the SilencerLink.
▶️.
 .
""Enemies should be seen and not heard.""
.

.
Lore.
:.

.
Part of the seventh and final generation of a carefully designed pedigree, Nortrom was bred by the ancient order of the Aeol Drias to be the greatest magic user the world had ever seen. He was the prophesied one, the culmination of two-hundred years of careful pairings, a war-mage who would bring glory to the order, and destruction to their sworn enemies, The Knights of the Fold..
Raised with other young mages in a hidden cantonment among the hills of the Hazhadal Barrens, the order's preceptors waited for Nortrom's abilities to manifest. While the other students honed their talents with fire, or ice, or incantatory spells, Nortrom sat silent and talentless, unable to cast so much as a hex. As the day of final testing approached, he still hadn't found his magic. In disgust, the preceptors berated him, while the children laughed. ""You are no mage,"" the head of the order declared. Still, Nortrom did not slink away. He entered the day of testing and faced down the young mages who had mocked him. And then his preceptors learned a valuable lesson: a lack of magic can be the greatest magic of all. Nortrom silenced the young mages one by one and defeated them in single combat, until he alone stood as champion of the Aeol Drias, in fulfillment of the prophecy..

.

.

.
Voice:.

.
Michael Gregory.
  (.
Responses.
).

.

","['Broodmother', 'Dragon Knight', 'Jakiro', 'Lifestealer', 'Lycan', 'Nyx Assassin', 'Phantom Assassin', 'Phantom Lancer', 'Slark', 'Sniper', 'Ursa']","['Bristleback', 'Crystal Maiden', 'Enigma', 'Medusa', 'Oracle', 'Outworld Destroyer', 'Pugna', 'Shadow Demon', 'Terrorblade', 'Timbersaw', 'Tinker', 'Windranger', 'Zeus']","['Slardar', 'Crystal Maiden', 'Anti-Mage', 'Pudge', 'Outworld Destroyer']",https://dota2.fandom.com/wiki/Silencer,Intelligence,https://static.wikia.nocookie.net/dota2_gamepedia/images/9/9f/Silencer_icon.png/revision/latest
76,Outworld Destroyer,int,Ranged,"['Carry', 'Nuker', 'Disabler']",4,outworlddestroyer,"Deals pure damage.
Punishes mana dependent and low intelligence heroes.
High starting movement speed.
Can interrupt chain stuns.
Able to hide an ally or enemy.
Good base armor and base health regen.
High stat growth.","Severely underpowered without items.
Extremely reliant on Black King Bar in the late game.
Arcane Orb is countered by spell immunity, disarm, silence, and evasion.
His kit in general is also countered by spell immunity.
Arcane Orb cannot hit buildings.
Sanity's Eclipse is less effective against heroes with high mana pools.
Relatively short range on attacks and spells.",21.0,2.9,105.1,22.0,1.6,68.4,30.0,4.2,151.8,"Harbinger, the Outworld DestroyerLink.
▶️.
 .
""Their sanity I'll shatter; their dreams of conquest I'll destroy.""
.

.
Lore.
:.

.
One of a lordly and magisterial race, Harbinger prowls the edge of the Void, sole surviving sentry of an outpost on the world at the rim of the abyss. From this jagged crystalline Outworld, forever on guard, he has gazed for eternities into the heavens, alert for any stirring in the bottomless night beyond the stars. Imprinted deep in the shining lattices of his intellect lies a resonant pattern akin to prophecy, a dark music implying that eventually some evil will wake out there, beyond the edges of creation, and turn its attention to our world. With his whole being focused on his vigil, Outworld Destroyer paid little attention to events closer in to the sun. But at last the clamor of the Ancients, and a sense of growing threat from within as well as without, sent him winging sunward to visit the plains of war. Harbinger's place in our own prophecies is unambiguous: he must be considered an omen of worse things to come. But his arrival in itself is bad enough..

.

.

.
Alias:.

.
OD.

.

.

.
Voice:.

.
Tom Chantler.
  (.
Responses.
).

.

","['Nyx Assassin', 'Phantom Lancer', 'Rubick', 'Shadow Demon', 'Silencer', 'Sniper', 'Templar Assassin']","['Anti-Mage', 'Axe', 'Huskar', 'Legion Commander', 'Winter Wyvern', 'Morphling', 'Slark', 'Skywrath Mage', 'Timbersaw', 'Wraith King']","['Ogre Magi', 'Silencer', 'Shadow Shaman', 'Shadow Demon', 'Bane', 'Lion', 'Disruptor', 'Faceless Void']",https://dota2.fandom.com/wiki/Outworld_Destroyer,Intelligence,https://static.wikia.nocookie.net/dota2_gamepedia/images/1/10/Outworld_Destroyer_icon.png/revision/latest
77,Lycan,all,Melee,"['Carry', 'Pusher', 'Durable', 'Escape']",2,lycan,"Great jungler.
Can take out Roshan by himself.
Terrific pusher.
High mobility with Shapeshift.
Decent damage output to carry the team.","May require some help in the laning stage.
Reliant on spell immunity for protection.
No reliable disables without items.
Little team fight contribution outside of damage output.
Needs correct micromanagement and decision-making to get the most out of him.",26.0,3.0,113.0,16.0,1.4,56.6,23.0,1.2,57.8,"Banehallow, the LycanLink.
▶️.
 .
""A wolf in man's clothing.""
.

.
Lore.
:.

.
Banehallow was noble-born to the house of Ambry, the greatest of the landed castes in the old kingdom of Slom. Before the Fall, as the King's wants grew strange, and his court grew crowded with sorcerers and charlatans, the house of Ambry was the first to rise against the avarice of the throne. No longer willing to pay homage and fealty, they instead sent six-thousand swords into the capital, where they were wiped out in the Massacre of the Apostates. And then came the teeth behind the old truth: When you strike a king's neck, you had better take his head..
Enraged by the betrayal, the king exterminated the vast Ambry bloodline, sparing only the lord of the house and his youngest son, Banehallow. Before all the royal court, with the disgraced lord chained to the ornate marble floor, the King bade his magicians transform the boy into a wolf so that he might tear out his own father's throat. ""Do this,"" the king said, ""so that Lord Ambry will understand the bite of betrayal."" Powerful magic was invoked, and the child was transformed. But though his body was changed, his spirit remained intact, and instead of biting the exposed neck of his father, he attacked his handlers, tearing them to pieces. A dozen of the King's knights perished under the wolf's teeth before they managed to drive it off into the night. Lord Ambry laughed from his chains even as the King ran him through with a sword. Now the heir to the lost house of Ambry, Banehallow wanders the trail as the Lycan, part warrior, part wolf, in search of justice for all that he lost..

.

.

.
Voice:.

.
Nolan North.
  (.
Responses.
).

.

","['Axe', 'Beastmaster', 'Bloodseeker', 'Bristleback', 'Earthshaker', 'Enigma', 'Enchantress', 'Grimstroke', 'Kunkka', 'Medusa', 'Omniknight', 'Phantom Assassin', 'Sven', 'Tidehunter', 'Timbersaw', 'Winter Wyvern']","['Lich', 'Techies', 'Arc Warden', 'Drow Ranger', 'Ursa']","['Beastmaster', 'Chen', ""Nature's Prophet""]",https://dota2.fandom.com/wiki/Lycan,Universal,https://static.wikia.nocookie.net/dota2_gamepedia/images/d/d6/Lycan_icon.png/revision/latest
